Q_max,1,1.1,1.1.1,1.1.1.1,1.1.1.1.1,1.1.1.1.1.1,1.1.1.1.1.1.1,1.1.1.1.1.1.1.1,1.1.1.1.1.1.1.1.1,1.1.1.1.1.1.1.1.1.1,1.1.1.1.1.1.1.1.1.1.1,1.1.1.1.1.1.1.1.1.1.1.1,1.1.1.1.1.1.1.1.1.1.1.1.1,1.1.1.1.1.1.1.1.1.1.1,1.1.1.1.1.1.1.1.1,1.1.1.1.1.1.1,1.1.1.1.1,1.1.1,1
0,0.8341991901397705,1.2667486667633057,5.150663,4.369863033294679,6.29434871673584,2.164684534072876,5.7708916664123535,2.895392179489136,5.1061434745788565,4.500286102294922,3.759972095489502,3.904038190841675,3.3261966705322266,3.759972095489502,5.1061434745788565,5.7708916664123535,6.29434871673584,5.150663,1.0332056
